time;Intake temp.          ;Throttle pos.                     ;Injection time             ;Vehicle speed       ;Coolant temp.     ;Lambdaintegrator 1                 ;Lambdaintegrator 2                 ;Air mass                     ;Load                         ;Current RPM                 ;Target RPM               ;Engine temp.               ;Pedal pos.                  ;Battery voltage                         ;camshaft position bank 1;camshaft position bank 2;Ignition angle              ;Knock sensor Cyl.1;Knock sensor Cyl.2;Knock sensor Cyl.3;Knock sensor Cyl.4;Knock sensor Cyl.5;Knock sensor Cyl.6;Knock sensor Cyl.7;Knock sensor Cyl.8
650470;21.75;2.35296;3.184;0;60.75;0.999424;0.999424;17;7.25565;607.25;600;98.25;0.781248;13.68;-0.0975;0.0702;6.75;1.1328;1.48436;1.01561;1.17186;1.28905;1.05467;1.05467;1.28905;6.2487;6.2487
650798;21.75;2.35296;3.184;0;60.75;0.999424;0.999424;17;7.25565;607.25;600;98.25;0.781248;13.68;-0.0975;0.0702;6.75;1.1328;1.48436;1.01561;1.17186;1.28905;1.05467;1.05467;1.28905;6.2487;6.2487
651067;21.75;2.35296;3.184;0;60.75;0.999424;0.999424;16.9;7.4586;600.75;600;98.25;0.786131;13.68;0.0936;0.0624;8.25;1.09374;1.48436;1.1328;1.1328;1.32811;1.01561;1.05467;1.17186;6.2487;6.2487
651151;21.75;2.35296;3.184;0;60.75;0.999424;0.999424;16.9;7.4586;600.75;600;98.25;0.786131;13.68;0.0936;0.0624;8.25;1.09374;1.48436;1.1328;1.1328;1.32811;1.01561;1.05467;1.17186;6.2487;6.2487
651290;21.75;2.35296;3.2;0;60.75;0.999424;0.999424;16.9;7.6234;599.5;600;98.25;0.786131;13.49;-0.1053;-0.0624;9;1.1328;1.40623;1.09374;1.09374;1.36717;1.05467;1.09374;1.1328;6.2487;6.2487
651414;21.75;2.35296;3.2;0;60.75;0.999424;0.999424;16.9;7.6234;599.5;600;98.25;0.786131;13.49;-0.1053;-0.0624;9;1.1328;1.40623;1.09374;1.09374;1.36717;1.05467;1.09374;1.1328;6.2487;6.2487
651703;21.75;2.35296;3.184;0;60.75;0.999424;0.999424;16.9;7.72868;599.5;600;98.25;0.786131;13.585;0.0507;0.0156;9.75;1.1328;1.40623;1.05467;1.05467;1.28905;1.09374;1.05467;1.09374;6.2487;6.2487
653590;21.75;2.35296;3.184;0;60.75;0.999424;0.999424;16.9;7.72868;599.5;600;98.25;0.786131;13.585;0.0507;0.0156;9.75;1.1328;1.40623;1.05467;1.05467;1.28905;1.09374;1.05467;1.09374;6.2487;6.2487
653728;21.75;2.35296;3.152;0;60.75;0.999424;0.999424;16.8;7.53642;601;600;98.25;0.781248;13.395;0.0663;-0.1248;9;1.09374;1.32811;1.05467;1.1328;1.17186;1.1328;1.05467;1.17186;6.2487;6.2487
653820;21.75;2.35296;3.152;0;60.75;0.999424;0.999424;16.8;7.53642;601;600;98.25;0.781248;13.395;0.0663;-0.1248;9;1.09374;1.32811;1.05467;1.1328;1.17186;1.1328;1.05467;1.17186;6.2487;6.2487
653958;21.75;2.35296;3.168;0;60.75;0.999424;0.999424;16.7;7.82481;596.5;600;98.25;0.786131;13.49;0.1287;0.0741;10.5;1.1328;1.36717;1.09374;1.17186;1.21092;1.09374;1.01561;1.1328;6.2487;6.2487
655492;21.75;2.35296;3.168;0;60.75;0.999424;0.999424;16.7;7.82481;596.5;600;98.25;0.786131;13.49;0.1287;0.0741;10.5;1.1328;1.36717;1.09374;1.17186;1.21092;1.09374;1.01561;1.1328;6.2487;6.2487
656372;21.75;2.35296;3.152;0;60.75;0.999424;0.999424;16.6;7.56999;600.25;600;99;0.781248;13.585;-0.1053;0.078;9;1.1328;1.44529;0.97655;1.17186;1.24998;1.09374;1.01561;1.21092;6.2487;6.2487
656721;21.75;2.35296;3.152;0;60.75;0.999424;0.999424;16.6;7.56999;600.25;600;99;0.781248;13.585;-0.1053;0.078;9;1.1328;1.44529;0.97655;1.17186;1.24998;1.09374;1.01561;1.21092;6.2487;6.2487
657376;21.75;2.35296;3.152;0;60.75;0.999424;0.999424;16.6;7.53642;603;600;99;0.781248;13.68;-0.0858;0.1053;9;1.1328;1.40623;1.01561;1.17186;1.21092;1.05467;1.05467;1.17186;6.2487;6.2487
657583;21.75;2.35296;3.152;0;60.75;0.999424;0.999424;16.6;7.53642;603;600;99;0.781248;13.68;-0.0858;0.1053;9;1.1328;1.40623;1.01561;1.17186;1.21092;1.05467;1.05467;1.17186;6.2487;6.2487
658073;21.75;4.70592;3.856;0;60.75;0.999424;0.999424;28.7;10.3486;704.75;610;99;1.47461;13.965;0.2301;0.3276;18.75;1.05467;1.32811;1.05467;1.21092;1.24998;1.1328;1.09374;1.21092;6.2487;6.2487
659081;21.75;4.70592;3.856;0;60.75;0.999424;0.999424;28.7;10.3486;704.75;610;99;1.47461;13.965;0.2301;0.3276;18.75;1.05467;1.32811;1.05467;1.21092;1.24998;1.1328;1.09374;1.21092;6.2487;6.2487
659500;21.75;4.70592;4.128;2.5;60.75;0.999424;0.999424;29.7;11.786;668.25;700;99;1.47949;13.395;0.156;1.1661;18.75;1.44529;1.44529;1.24998;1.24998;1.44529;2.10935;1.28905;1.36717;6.2487;6.2487
659713;21.75;4.70592;4.128;2.5;60.75;0.999424;0.999424;29.7;11.786;668.25;700;99;1.47949;13.395;0.156;1.1661;18.75;1.44529;1.44529;1.24998;1.24998;1.44529;2.10935;1.28905;1.36717;6.2487;6.2487
660484;21.75;2.35296;4.064;5;60;0.999424;0.999424;16.9;5.23994;720.75;660;99;0.786131;13.3;0.1677;0.9048;-3;1.32811;1.56248;1.1328;1.28905;1.36717;1.87498;1.17186;1.24998;6.2487;6.2487
660902;21.75;2.35296;4.064;5;60;0.999424;0.999424;16.9;5.23994;720.75;660;99;0.786131;13.3;0.1677;0.9048;-3;1.32811;1.56248;1.1328;1.28905;1.36717;1.87498;1.17186;1.24998;6.2487;6.2487
661153;21.75;2.35296;2.912;6.25;60;0.999424;0.999424;16.4;6.01205;628;610;99;0.781248;13.015;0.195;0.7566;6.75;1.36717;1.48436;1.01561;1.17186;1.21092;1.87498;0.97655;1.17186;6.2487;6.2487
661288;21.75;2.35296;2.912;6.25;60;0.999424;0.999424;16.4;6.01205;628;610;99;0.781248;13.015;0.195;0.7566;6.75;1.36717;1.48436;1.01561;1.17186;1.21092;1.87498;0.97655;1.17186;6.2487;6.2487
662354;21.75;2.35296;3.088;6.25;60;0.999424;0.999424;15.9;6.79483;600;600;99;0.786131;12.92;0.0117;0.5616;7.5;1.17186;1.40623;0.97655;1.09374;1.17186;1.40623;0.937488;1.21092;6.2487;6.2487
662722;21.75;2.35296;3.088;6.25;60;0.999424;0.999424;15.9;6.79483;600;600;99;0.786131;12.92;0.0117;0.5616;7.5;1.17186;1.40623;0.97655;1.09374;1.17186;1.40623;0.937488;1.21092;6.2487;6.2487
662895;21.75;2.35296;3.088;6.25;59.25;0.999424;0.999424;15.4;7.42045;603.75;600;99;1.27929;12.92;0.1287;0.3627;11.25;1.1328;1.52342;1.01561;1.09374;1.1328;1.21092;0.97655;1.21092;6.2487;6.2487
663201;21.75;2.35296;3.088;6.25;59.25;0.999424;0.999424;15.4;7.42045;603.75;600;99;1.27929;12.92;0.1287;0.3627;11.25;1.1328;1.52342;1.01561;1.09374;1.1328;1.21092;0.97655;1.21092;6.2487;6.2487
663671;21.75;6.27456;4.832;6.25;59.25;0.999424;0.999424;38.9;13.0587;794;720;99;1.66504;13.395;0.0312;0.8658;21;1.09374;1.44529;1.05467;1.1328;1.1328;1.24998;1.09374;1.17186;6.2487;6.2487
663801;21.75;6.27456;4.832;6.25;59.25;0.999424;0.999424;38.9;13.0587;794;720;99;1.66504;13.395;0.0312;0.8658;21;1.09374;1.44529;1.05467;1.1328;1.1328;1.24998;1.09374;1.17186;6.2487;6.2487
663984;21.75;8.62752;5.888;7.5;59.25;0.999424;0.999424;57.4;19.3622;1016;920;99;1.80664;13.395;15.3582;14.6133;29.25;1.24998;1.48436;1.1328;1.28905;1.28905;1.21092;1.21092;1.28905;6.2487;6.2487
664147;21.75;8.62752;5.888;7.5;59.25;0.999424;0.999424;57.4;19.3622;1016;920;99;1.80664;13.395;15.3582;14.6133;29.25;1.24998;1.48436;1.1328;1.28905;1.28905;1.21092;1.21092;1.28905;6.2487;6.2487
664404;21.75;10.1962;6.592;8.75;59.25;0.999424;0.999424;69.4;23.2608;1082;1010;99;1.80664;13.3;23.8134;24.3516;29.25;1.71873;1.6406;1.56248;1.60154;1.56248;1.40623;1.44529;1.6406;6.2487;6.2487
664495;21.75;10.1962;6.592;8.75;59.25;0.999424;0.999424;69.4;23.2608;1082;1010;99;1.80664;13.3;23.8134;24.3516;29.25;1.71873;1.6406;1.56248;1.60154;1.56248;1.40623;1.44529;1.6406;6.2487;6.2487
664634;21.75;10.5883;6.288;10;59.25;0.999424;0.999424;70.8;23.3112;1280.25;1160;99.75;1.83593;13.3;26.5902;25.0029;33;1.9531;1.9531;1.71873;1.75779;1.83591;1.79685;1.6406;2.03122;6.2487;6.2487
664725;21.75;10.5883;6.288;10;59.25;0.999424;0.999424;70.8;23.3112;1280.25;1160;99.75;1.83593;13.3;26.5902;25.0029;33;1.9531;1.9531;1.71873;1.75779;1.83591;1.79685;1.6406;2.03122;6.2487;6.2487
665086;21;12.5491;6.544;11.25;59.25;0.999424;0.999424;91;25.1835;1400.75;1290;99.75;1.87988;13.395;28.8171;29.1252;35.25;2.2656;2.03122;1.71873;1.87498;2.18747;1.9531;1.71873;2.57809;6.2487;6.2487
665435;21;12.5491;6.544;11.25;59.25;0.999424;0.999424;91;25.1835;1400.75;1290;99.75;1.87988;13.395;28.8171;29.1252;35.25;2.2656;2.03122;1.71873;1.87498;2.18747;1.9531;1.71873;2.57809;6.2487;6.2487
665748;20.25;17.6472;7.744;17.5;59.25;0.999424;0.999424;147.9;32.2728;2112.75;1940;99.75;1.99218;13.205;39.156;39.9633;37.5;4.99994;3.9062;3.20308;3.43746;3.9062;3.9062;3.04684;3.82808;6.2487;6.2487
665835;20.25;17.6472;7.744;17.5;59.25;0.999424;0.999424;147.9;32.2728;2112.75;1940;99.75;1.99218;13.205;39.156;39.9633;37.5;4.99994;3.9062;3.20308;3.43746;3.9062;3.9062;3.04684;3.82808;6.2487;6.2487
666038;20.25;18.0394;7.328;21.25;59.25;0.999424;0.999424;157.7;30.8491;2404.75;2000;99.75;1.97753;13.3;36.816;36.0009;42;4.99994;4.37494;3.43746;3.5937;4.53119;4.06245;3.51558;4.06245;6.2487;6.2487
666180;20.25;18.0394;7.328;21.25;59.25;0.999424;0.999424;157.7;30.8491;2404.75;2000;99.75;1.97753;13.3;36.816;36.0009;42;4.99994;4.37494;3.43746;3.5937;4.53119;4.06245;3.51558;4.06245;6.2487;6.2487
666431;19.5;9.41184;4.048;25;59.25;0.999424;0.999424;69.9;6.88334;2590;2000;99.75;0.786131;13.395;31.0518;32.5572;6.75;4.99994;5.31243;4.2187;3.9062;5.31243;4.53119;3.82808;4.68744;6.2487;6.2487
666535;19.5;9.41184;4.048;25;59.25;0.999424;0.999424;69.9;6.88334;2590;2000;99.75;0.786131;13.395;31.0518;32.5572;6.75;4.99994;5.31243;4.2187;3.9062;5.31243;4.53119;3.82808;4.68744;6.2487;6.2487
666672;19.5;5.49024;2.176;26.25;59.25;0.999424;0.999424;35.3;0.561531;2344.75;2000;99.75;0.781248;13.395;3.7518;1.3533;0.75;4.84369;4.99994;3.9062;3.5937;5.31243;3.9062;3.5937;4.37494;6.2487;6.2487
666804;19.5;5.49024;2.176;26.25;59.25;0.999424;0.999424;35.3;0.561531;2344.75;2000;99.75;0.781248;13.395;3.7518;1.3533;0.75;4.84369;4.99994;3.9062;3.5937;5.31243;3.9062;3.5937;4.37494;6.2487;6.2487
666983;19.5;5.09808;2.176;26.25;58.5;0.999424;0.999424;32.1;0;1946;1930;99.75;0.786131;13.395;0.2379;1.0218;0;5.46868;4.99994;3.9062;3.74995;5.46868;3.28121;3.5937;4.99994;6.2487;6.2487
667074;19.5;5.09808;2.176;26.25;58.5;0.999424;0.999424;32.1;0;1946;1930;99.75;0.786131;13.395;0.2379;1.0218;0;5.46868;4.99994;3.9062;3.74995;5.46868;3.28121;3.5937;4.99994;6.2487;6.2487
667253;20.25;4.31376;2.224;27.5;58.5;0.999424;0.999424;27;5.27809;1601.75;1680;99.75;0.996091;13.395;0.2184;1.2129;33.75;4.68744;4.37494;3.9062;3.28121;4.68744;3.12496;3.51558;4.84369;6.2487;6.2487
667505;20.25;4.31376;2.224;27.5;58.5;0.999424;0.999424;27;5.27809;1601.75;1680;99.75;0.996091;13.395;0.2184;1.2129;33.75;4.68744;4.37494;3.9062;3.28121;4.68744;3.12496;3.51558;4.84369;6.2487;6.2487
667732;20.25;4.31376;2.336;27.5;57.75;0.999424;0.999424;27.9;5.80605;1394.75;1380;99.75;1.24511;13.3;0.2496;1.1817;31.5;3.9062;3.5937;3.43746;2.49997;3.9062;2.42184;3.12496;4.06245;6.2487;6.2487
667964;20.25;4.31376;2.336;27.5;57.75;0.999424;0.999424;27.9;5.80605;1394.75;1380;99.75;1.24511;13.3;0.2496;1.1817;31.5;3.9062;3.5937;3.43746;2.49997;3.9062;2.42184;3.12496;4.06245;6.2487;6.2487
668183;20.25;8.62752;3.616;26.25;57.75;0.999424;0.999424;57.7;11.0567;1579.25;1450;99.75;1.60644;13.3;2.6286;2.4921;44.25;3.74995;2.96871;2.81246;2.34372;2.96871;2.10935;2.57809;2.96871;6.2487;6.2487
668333;20.25;8.62752;3.616;26.25;57.75;0.999424;0.999424;57.7;11.0567;1579.25;1450;99.75;1.60644;13.3;2.6286;2.4921;44.25;3.74995;2.96871;2.81246;2.34372;2.96871;2.10935;2.57809;2.96871;6.2487;6.2487
668472;20.25;9.41184;4.32;26.25;57.75;0.999424;0.999424;63.5;15.053;1563;1440;100.5;1.73828;13.395;18.8955;19.305;39;4.06245;2.96871;3.67183;2.2656;2.65622;2.10935;2.18747;2.42184;6.2487;6.2487
668594;20.25;9.41184;4.32;26.25;57.75;0.999424;0.999424;63.5;15.053;1563;1440;100.5;1.73828;13.395;18.8955;19.305;39;4.06245;2.96871;3.67183;2.2656;2.65622;2.10935;2.18747;2.42184;6.2487;6.2487
668810;20.25;10.5883;4.992;27.5;57;0.999424;0.999424;78.3;18.3093;1570.5;1460;100.5;1.78222;13.3;27.2766;24.1293;36;3.43746;2.96871;2.34372;2.10935;2.81246;2.18747;2.03122;2.2656;6.2487;6.2487
669126;20.25;10.5883;4.992;27.5;57;0.999424;0.999424;78.3;18.3093;1570.5;1460;100.5;1.78222;13.3;27.2766;24.1293;36;3.43746;2.96871;2.34372;2.10935;2.81246;2.18747;2.03122;2.2656;6.2487;6.2487
669291;20.25;14.9021;7.328;28.75;56.25;0.999424;0.999424;115.9;29.8313;1728.75;1590;100.5;1.95312;13.395;35.4627;35.9268;33.75;3.9062;3.12496;2.34372;2.42184;3.28121;2.42184;2.10935;2.65622;6.2487;6.2487
669398;20.25;14.9021;7.328;28.75;56.25;0.999424;0.999424;115.9;29.8313;1728.75;1590;100.5;1.95312;13.395;35.4627;35.9268;33.75;3.9062;3.12496;2.34372;2.42184;3.28121;2.42184;2.10935;2.65622;6.2487;6.2487
671264;19.5;15.2942;7.392;30;55.5;0.999424;0.999424;125.4;30.0648;1811.25;1660;100.5;1.95312;13.3;35.5251;36.309;34.5;3.74995;3.43746;2.57809;2.73434;3.5937;2.81246;2.49997;2.96871;6.2487;6.2487
671353;19.5;15.2942;7.392;30;55.5;0.999424;0.999424;125.4;30.0648;1811.25;1660;100.5;1.95312;13.3;35.5251;36.309;34.5;3.74995;3.43746;2.57809;2.73434;3.5937;2.81246;2.49997;2.96871;6.2487;6.2487
671490;18.75;23.9218;9.6;41.25;51.75;0.999424;0.999424;223;40.9475;2567.25;2000;100.5;2.23632;13.395;34.9947;35.4354;40.5;5.62493;5.46868;5.15618;4.84369;5.78118;5.62493;4.84369;5.15618;6.2487;6.2487
671583;18.75;23.9218;9.6;41.25;51.75;0.999424;0.999424;223;40.9475;2567.25;2000;100.5;2.23632;13.395;34.9947;35.4354;40.5;5.62493;5.46868;5.15618;4.84369;5.78118;5.62493;4.84369;5.15618;6.2487;6.2487
671721;18.75;25.0982;9.744;43.75;51;0.999424;0.999424;241.3;41.091;2681.25;2000;100.5;2.25097;13.3;34.476;33.5634;39;5.93742;5.93742;5.31243;5.15618;5.93742;5.93742;4.84369;5.46868;6.2487;6.2487
672279;18.75;25.0982;9.744;43.75;51;0.999424;0.999424;241.3;41.091;2681.25;2000;100.5;2.25097;13.3;34.476;33.5634;39;5.93742;5.93742;5.31243;5.15618;5.93742;5.93742;4.84369;5.46868;6.2487;6.2487
673090;18;6.66672;2.256;51.25;46.5;0.999424;0.999424;41;0;2646.75;2000;100.5;0.786131;13.3;7.6947;9.6564;0.75;7.03116;6.24992;5.62493;4.84369;5.93742;5.15618;4.99994;5.31243;6.2487;6.2487
673328;18;6.66672;2.256;51.25;46.5;0.999424;0.999424;41;0;2646.75;2000;100.5;0.786131;13.3;7.6947;9.6564;0.75;7.03116;6.24992;5.62493;4.84369;5.93742;5.15618;4.99994;5.31243;6.2487;6.2487
673756;18;13.3334;4.528;51.25;43.5;0.999424;0.999424;109;11.9539;1995.5;1910;100.5;1.87499;13.3;0.5928;1.4625;46.5;5.62493;4.53119;4.37494;3.5937;4.84369;3.28121;3.74995;5.31243;6.2487;6.2487
674687;18;13.3334;4.528;51.25;43.5;0.999424;0.999424;109;11.9539;1995.5;1910;100.5;1.87499;13.3;0.5928;1.4625;46.5;5.62493;4.53119;4.37494;3.5937;4.84369;3.28121;3.74995;5.31243;6.2487;6.2487
675059;17.25;28.6277;10.752;55;37.5;0.999424;0.999424;214.2;45.1346;2227.75;1990;100.5;2.2998;13.3;38.3526;38.298;35.25;4.99994;6.09367;4.53119;5.31243;5.46868;4.99994;5.46868;5.78118;6.2487;6.2487
675189;17.25;28.6277;10.752;55;37.5;0.999424;0.999424;214.2;45.1346;2227.75;1990;100.5;2.2998;13.3;38.3526;38.298;35.25;4.99994;6.09367;4.53119;5.31243;5.46868;4.99994;5.46868;5.78118;6.2487;6.2487
675662;17.25;28.2355;10.704;57.5;36;0.999424;0.999424;223.5;44.834;2319.25;1990;100.5;2.29492;13.3;36.9408;37.0617;36.75;5.62493;6.24992;4.99994;5.78118;5.93742;5.15618;5.46868;5.93742;6.2487;6.2487
676369;17.25;28.2355;10.704;57.5;36;0.999424;0.999424;223.5;44.834;2319.25;1990;100.5;2.29492;13.3;36.9408;37.0617;36.75;5.62493;6.24992;4.99994;5.78118;5.93742;5.15618;5.46868;5.93742;6.2487;6.2487
676959;16.5;25.0982;9.84;63.75;31.5;0.999424;0.999424;227.6;42.1057;2527.5;2000;100.5;2.25097;13.395;35.139;36.0009;37.5;6.71866;6.09367;5.46868;5.31243;5.62493;5.62493;5.31243;6.40617;6.2487;6.2487
677192;16.5;25.0982;9.84;63.75;31.5;0.999424;0.999424;227.6;42.1057;2527.5;2000;100.5;2.25097;13.395;35.139;36.0009;37.5;6.71866;6.09367;5.46868;5.31243;5.62493;5.62493;5.31243;6.40617;6.2487;6.2487
677376;16.5;5.8824;2.656;66.25;28.5;0.999424;0.999424;34.1;1.46334;2479.5;2000;100.5;0.786131;13.395;21.4734;26.7852;5.25;6.09367;5.62493;4.99994;5.31243;5.31243;5.46868;4.99994;5.31243;6.2487;6.2487
677488;16.5;5.8824;2.656;66.25;28.5;0.999424;0.999424;34.1;1.46334;2479.5;2000;100.5;0.786131;13.395;21.4734;26.7852;5.25;6.09367;5.62493;4.99994;5.31243;5.31243;5.46868;4.99994;5.31243;6.2487;6.2487
677707;16.5;5.49024;2.144;66.25;27.75;0.999424;0.999424;32.2;0;2210;2000;100.5;0.869138;13.395;0.1755;0.9594;0.75;5.78118;4.68744;4.06245;4.37494;4.99994;4.53119;4.06245;4.99994;6.2487;6.2487
678078;16.5;5.49024;2.144;66.25;27.75;0.999424;0.999424;32.2;0;2210;2000;100.5;0.869138;13.395;0.1755;0.9594;0.75;5.78118;4.68744;4.06245;4.37494;4.99994;4.53119;4.06245;4.99994;6.2487;6.2487
678343;17.25;20.0002;9.504;65;26.25;0.999424;0.999424;165.4;35.3154;1877;1740;101.25;2.14843;13.3;31.1454;31.3053;32.25;4.68744;3.9062;3.28121;3.28121;4.2187;3.28121;3.12496;3.9062;6.2487;6.2487
678512;17.25;20.0002;9.504;65;26.25;0.999424;0.999424;165.4;35.3154;1877;1740;101.25;2.14843;13.3;31.1454;31.3053;32.25;4.68744;3.9062;3.28121;3.28121;4.2187;3.28121;3.12496;3.9062;6.2487;6.2487
678654;17.25;21.5688;9.472;65;26.25;0.999424;0.999424;164;38.4176;1875;1730;101.25;2.14843;13.3;39.1014;41.3829;30.75;4.53119;4.68744;3.74995;3.9062;4.68744;3.5937;3.9062;4.68744;6.2487;6.2487
678782;17.25;21.5688;9.472;65;26.25;0.999424;0.999424;164;38.4176;1875;1730;101.25;2.14843;13.3;39.1014;41.3829;30.75;4.53119;4.68744;3.74995;3.9062;4.68744;3.5937;3.9062;4.68744;6.2487;6.2487
679282;16.5;20.3923;9.312;65;26.25;0.999424;0.999424;163;38.9074;1900.25;1740;101.25;2.11913;13.3;37.9587;40.677;30.75;4.53119;4.53119;4.06245;4.37494;4.84369;3.43746;4.37494;4.84369;6.2487;6.2487
679537;16.5;20.3923;9.312;65;26.25;0.999424;0.999424;163;38.9074;1900.25;1740;101.25;2.11913;13.3;37.9587;40.677;30.75;4.53119;4.53119;4.06245;4.37494;4.84369;3.43746;4.37494;4.84369;6.2487;6.2487
679839;16.5;19.2158;8.576;66.25;26.25;0.999424;0.999424;157.4;35.5748;1934;1780;101.25;2.08007;13.3;38.3331;40.4586;32.25;4.84369;4.2187;4.68744;4.84369;4.68744;4.06245;3.9062;4.84369;6.2487;6.2487
680296;16.5;19.2158;8.576;66.25;26.25;0.999424;0.999424;157.4;35.5748;1934;1780;101.25;2.08007;13.3;38.3331;40.4586;32.25;4.84369;4.2187;4.68744;4.84369;4.68744;4.06245;3.9062;4.84369;6.2487;6.2487
680536;16.5;17.255;7.84;67.5;26.25;0.999424;0.999424;146.6;32.9137;1970.5;1820;101.25;2.00195;13.3;38.5086;40.3689;34.5;4.37494;4.37494;3.9062;3.9062;4.37494;4.53119;3.43746;4.53119;6.2487;6.2487
680718;16.5;17.255;7.84;67.5;26.25;0.999424;0.999424;146.6;32.9137;1970.5;1820;101.25;2.00195;13.3;38.5086;40.3689;34.5;4.37494;4.37494;3.9062;3.9062;4.37494;4.53119;3.43746;4.53119;6.2487;6.2487
680856;16.5;16.4707;7.504;68.75;26.25;0.999424;0.999424;139.2;31.3603;1982;1830;101.25;1.98242;13.3;37.5531;38.5866;35.25;4.53119;4.06245;3.5937;4.06245;4.06245;4.37494;3.43746;4.53119;6.2487;6.2487
680967;16.5;16.4707;7.504;68.75;26.25;0.999424;0.999424;139.2;31.3603;1982;1830;101.25;1.98242;13.3;37.5531;38.5866;35.25;4.53119;4.06245;3.5937;4.06245;4.06245;4.37494;3.43746;4.53119;6.2487;6.2487
681105;16.5;14.1178;6.704;68.75;27;0.999424;0.999424;112.9;28.4992;1990.5;1830;101.25;1.89453;13.3;38.9259;36.7068;36.75;4.53119;3.9062;3.5937;3.74995;4.37494;4.2187;3.5937;4.37494;6.2487;6.2487
681208;16.5;14.1178;6.704;68.75;27;0.999424;0.999424;112.9;28.4992;1990.5;1830;101.25;1.89453;13.3;38.9259;36.7068;36.75;4.53119;3.9062;3.5937;3.74995;4.37494;4.2187;3.5937;4.37494;6.2487;6.2487
682043;16.5;13.3334;5.728;68.75;27.75;0.999424;0.999424;110.9;22.9694;1994;1840;101.25;1.8457;13.395;30.8022;30.8685;39;4.68744;3.9062;3.12496;3.28121;4.2187;3.12496;2.96871;3.74995;6.2487;6.2487
682148;16.5;13.3334;5.728;68.75;27.75;0.999424;0.999424;110.9;22.9694;1994;1840;101.25;1.8457;13.395;30.8022;30.8685;39;4.68744;3.9062;3.12496;3.28121;4.2187;3.12496;2.96871;3.74995;6.2487;6.2487
682415;16.5;13.3334;5.648;68.75;28.5;0.999424;0.999424;104.9;22.7161;1987.5;1840;101.25;1.86523;13.3;32.0112;31.7889;39;4.84369;3.9062;2.96871;3.5937;3.9062;3.43746;3.28121;3.43746;6.2487;6.2487
682512;16.5;13.3334;5.648;68.75;28.5;0.999424;0.999424;104.9;22.7161;1987.5;1840;101.25;1.86523;13.3;32.0112;31.7889;39;4.84369;3.9062;2.96871;3.5937;3.9062;3.43746;3.28121;3.43746;6.2487;6.2487
682649;16.5;13.3334;5.728;68.75;28.5;0.999424;0.999424;108.6;22.916;1989.25;1840;101.25;1.89941;13.3;30.147;32.3193;39;4.68744;3.43746;2.81246;3.74995;3.9062;3.43746;3.12496;3.5937;6.2487;6.2487
682899;16.5;13.3334;5.728;68.75;28.5;0.999424;0.999424;108.6;22.916;1989.25;1840;101.25;1.89941;13.3;30.147;32.3193;39;4.68744;3.43746;2.81246;3.74995;3.9062;3.43746;3.12496;3.5937;6.2487;6.2487
683053;16.5;14.5099;6.576;68.75;28.5;0.999424;0.999424;122.8;26.6102;1992.75;1840;101.25;1.94335;13.3;32.6235;33.15;38.25;4.2187;3.74995;3.12496;3.5937;4.37494;3.5937;3.12496;3.43746;6.2487;6.2487
683165;16.5;14.5099;6.576;68.75;28.5;0.999424;0.999424;122.8;26.6102;1992.75;1840;101.25;1.94335;13.3;32.6235;33.15;38.25;4.2187;3.74995;3.12496;3.5937;4.37494;3.5937;3.12496;3.43746;6.2487;6.2487
683417;16.5;14.5099;6.608;68.75;29.25;0.999424;0.999424;124.9;26.868;1998.5;1840;101.25;1.93847;13.3;34.5696;33.0993;38.25;4.37494;4.53119;3.28121;3.74995;3.9062;3.5937;3.12496;3.9062;6.2487;6.2487
683669;16.5;14.5099;6.608;68.75;29.25;0.999424;0.999424;124.9;26.868;1998.5;1840;101.25;1.93847;13.3;34.5696;33.0993;38.25;4.37494;4.53119;3.28121;3.74995;3.9062;3.5937;3.12496;3.9062;6.2487;6.2487
683847;16.5;14.5099;6.624;70;29.25;0.999424;0.999424;123.9;27.0725;2007;1850;101.25;1.92871;13.205;32.7366;34.2693;38.25;4.53119;4.2187;3.28121;3.74995;3.9062;3.74995;2.81246;3.5937;6.2487;6.2487
683937;16.5;14.5099;6.624;70;29.25;0.999424;0.999424;123.9;27.0725;2007;1850;101.25;1.92871;13.205;32.7366;34.2693;38.25;4.53119;4.2187;3.28121;3.74995;3.9062;3.74995;2.81246;3.5937;6.2487;6.2487
684085;16.5;14.5099;6.64;70;29.25;0.999424;0.999424;124.5;27.1442;2001.75;1850;101.25;1.92382;13.3;34.6086;33.5361;38.25;4.37494;3.9062;3.12496;3.74995;4.37494;3.74995;2.96871;3.9062;6.2487;6.2487
684196;16.5;14.5099;6.64;70;29.25;0.999424;0.999424;124.5;27.1442;2001.75;1850;101.25;1.92382;13.3;34.6086;33.5361;38.25;4.37494;3.9062;3.12496;3.74995;4.37494;3.74995;2.96871;3.9062;6.2487;6.2487
684386;16.5;14.5099;6.624;70;30;0.999424;0.999424;123.6;27.1519;2013.5;1850;101.25;1.92871;13.205;33.5478;32.4285;38.25;4.06245;4.53119;3.12496;3.74995;4.2187;3.74995;3.43746;4.06245;6.2487;6.2487
684516;16.5;14.5099;6.624;70;30;0.999424;0.999424;123.6;27.1519;2013.5;1850;101.25;1.92871;13.205;33.5478;32.4285;38.25;4.06245;4.53119;3.12496;3.74995;4.2187;3.74995;3.43746;4.06245;6.2487;6.2487
